,Submission Date,Instituição de ensino superior,"Se outra, qual?",Dentro da minha instituição sou,Idade,Orientação sexual,Caso queiras especificar:,Identidade de género,Caso queiras especificar:.1,Sou intersexo:,Indica o teu conhecimento sobre >> Temas LGBTI+,Indica o teu conhecimento sobre >> Iniciativas dinamizadas sobre temas LGBTI+ na tua faculdade,Indica o teu conhecimento sobre >> A importância da existência de casas de banho neutras,Tens um núcleo LGBTI+ na tua instituição?,Tens conhecimento de alguma iniciativa relacionada com casas de banho neutras na tua instituição?,"Uma casa de banho neutra, para mim, é...",Quão confortável te sentes a usar... >> a casa de banho feminina?,Quão confortável te sentes a usar... >> a casa de banho masculina?,Já usaste uma casa de banho neutra num espaço público?,Quão confortável te sentes ao usar...,Quão confortável achas que te sentirias ao usar...,Queres justificar a tua resposta à pergunta anterior?,A tua instituição tem casas de banho neutras?,Como funcionam e quantas há?,Já sofreste discriminação ao utilizar uma casa de banho pública?,Esse episódio de discriminação foi numa instituição de ensino superior?,Como seria para ti uma casa de banho neutra segura?,Há mais alguma coisa que gostarias de nos dizer?
1221,2022/05/21 19:40:05,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Homossexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Sim,,,nunca usei,4,NÃO,,4,,Não tenho a certeza,,Não,,,
1222,2022/05/21 19:37:44,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Homossexual,,Homem cisgénero,,Não,5 - muito,3 - algum,4 - suficiente ,Sim,,"Sendo de género binário ou não, deve ser um espaço em que uma pessoa se sinta segura e incluída. Surge por existir discriminação dentro de casas-de-banho de pessoas trans ou enby, que são não só forçadas a optar por um de dois tipos de instalação com os quais se podem não identificar, mas por sofrerem de comentários ou atitudes degradantes por parte dos co-utilizadores cis. Uma casa-de-banho neutra daria um espaço a pessoas que não se sentiriam forçadas a ""passar"" por este ou aquele género, podendo só poder fazer o que qualquer pessoa faz numa casa de banho.",nunca usei,3 ,NÃO,,5,"Sinto que numa casa-de-banho neutra, são removidos quaisquer preconceitos ligados ao sexo de cada pessoa e o ato de se aliviar, removendo também tensões derivadas de ter de aderir a um dado comportamento esperado numa casa-de-banho binária (por exemplo: usar urinol sim, urinol não nas casas de banho masculinas)",Não,,Não,,"Com cubículos separados, de modo a que cada pessoa retenha a sua privacidade. Idealmente, com acesso a dispositivos ligados à menstruação e higiene íntima. As áreas partilhadas só conteriam dispositivos que não comprometessem a intimidade de cada um (por exemplo: só lavatório e secador)",
1223,2022/05/21 19:36:59,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Sim,Sim,Casas de banho para pessoas lgbtqia+ que não se sentem confortáveis o suficiente para ir a casa de banho de mulheres ou homens,5,nunca usei,SIM,2,,Não estou confortável a usar a mesma casa de banho que cis straight males,Não tenho a certeza,,Não,,Cada um respeitar a privacidade de cada pessoa e higiene,Gosto da ideia de casas de banho neutras para ajudar a trazer conforto as pessoas que se sentem desconfortáveis e com medo de usar casas de banho associadas ao género
1224,2022/05/21 19:35:52,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Não me identifico com estas opções,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,Yes,,5,3 ,NÃO,,4,Men,Não,,Não,,,
1225,2022/05/21 19:32:46,Outra,Instituto Politécnico de Lisboa - Escola Superior de Música de Lisboa,Alune,22-23,Bissexual/Pansexual,,Pessoa não-binária,,Não quero especificar,5 - muito,5 - muito,5 - muito,Não,,uma casa de banho de uso não restrito por género,4,2,SIM,5,,,Não,,Sim,Não,,
1226,2022/05/21 19:32:45,Universidade de Lisboa - Faculdade de Ciências,,Alune,18-19,Homossexual,queer,Pessoa não-binária,queer,Não,5 - muito,2 - pouco,5 - muito,Sim,não,"não ter que “escolher”

não entrar na casa de banho e as pessoas voltarem pra trás para verem se entraram na casa de banho “correta”

não ter que me colocar em nenhuma das caixas 

não levar olhares de questionamento

não pensar se vale mesmo a pena ir à casa de banho ou se da pra esperar até chegar a casa 

não virem atrás de mim a dizer que não posso entrar ali, até eu falar e perceberem que afinal posso..?",2,nunca usei,SIM,5,,,Não,,Prefiro não responder,,"haver as 3 opções: casa de banho neutra, feminina e masculina",
1227,2022/05/21 19:30:08,Universidade de Lisboa - Instituto Superior Técnico,,Alune,20-21,Homossexual,,Homem cisgénero,,Não,4 - suficiente ,4 - suficiente ,3 - algum,Sim,,,nunca usei,4,NÃO,,5,,Não,,Não,,,
1228,2022/05/21 19:29:10,Universidade de Coimbra,,Alune,20-21,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Não,,,5,nunca usei,SIM,5,,,Não,,Não,,,
1229,2022/05/21 19:27:08,Universidade de Lisboa - Faculdade de Ciências,,Alune,22-23,Não quero especificar,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,4 - suficiente ,Sim,,"Para uma integração de todos dentro da comunidade onde sejam implementadas. Pode ser usada por todos, mas principalmente por que não se identifica com a definição binária do gênero ou para aqueles que se sentirem desconfortáveis em usar casas de banhos destinadas a um gênero específico.",4,nunca usei,NÃO,,3 ,Dependeria da disposição da mesma.,Não tenho a certeza,,Não,,Casas de banho com divisões (semelhantes às casas de banho femininas) mas com sanitas e urinóis ou algum tipo de sanitas adequadas ao uso de qualquer pessoa.,
1230,2022/05/21 19:18:05,Universidade de Coimbra,,Alune,30-39,Homossexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Não,"No departamento de ciências da vida, do lado da biologia, havia uma casa de banho neutra no piso da entrada (não sei se ainda há). Era apenas aquela, as outras estavam divididas, não sei qual era o motivo de ser assim. 

No CES, após um abaixo assinado, todas as casas de banho passaram a ser neutras.",Para todas as pessoas. Porque se sabemos que casas de banho não neutras estão a causar desigualdades que casas de banho neutras não causam. As simple as that😊,5,3 ,SIM,5,,,Sim,,Não,,Sem urinóis e limpa.,
1231,2022/05/21 19:15:06,Outra,Avelar Brotero,Alune,menos de 18,Bissexual/Pansexual,,Não me identifico com estas opções,Genderfluid,Não quero especificar,5 - muito,1 - nenhum,5 - muito,Sim,,"Para todos, especialmente trans, não binários, genderfluid etc ..

Com objetivo de não sermos olhados de lado ou julgados por entrarmos em certas casas de banho",3 ,3 ,NÃO,,5,,Não,,Sim,Não,,
1232,2022/05/21 19:13:54,Universidade de Lisboa - Faculdade de Ciências,,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,4 - suficiente ,Sim,,,5,3 ,SIM,5,,,Não,,Não,,,
1233,2022/05/21 19:09:48,Outra,faculdade de belas artes da universidade do porto,Docente,40-49,Homossexual,,Pessoa não-binária,,Não,5 - muito,2 - pouco,5 - muito,Não,não,uma casa de banho para pessoas independentemente da sua genitália ou género,3 ,nunca usei,NÃO,,5,seria simplesmente não ter de pensar como as pessoas me vão olhar naquele espaço,Não,,Sim,Não,"com cabines individuais, com caixotes de lixo, produtos de higiene menstrual, cabide para colocar as coisas, papel. espaço arejado e aberto",não
1234,2022/05/21 19:09:26,Outra,IPS,Ex-alune,20-21,Heteressexual,,"Mulher cisgénero
Não quero especificar",,Não,4 - suficiente ,2 - pouco,5 - muito,Não,,"Acho que quando somos pequenos, pelo menos na minha escola tínhamos uma casa de banho onde todos entravam, talvez por sermos crianças e não estarmos totalmente desenvolvidos com as nossas próprias ideias, mas a casa de banho era apenas para fazermos a nossas necessidades, conversar enquanto esperamos . 

Acho que as casas de banho neutra devia de seguir a mesma ideia de cima, um espaço para todes sem o olhar de julgamento nojento que algumas pessoas desenvolveram ao andar da vida. ",5,nunca usei,SIM,2,,Homens cis...,Sim,"Uma, na escola Superior de Educação. Qualquer pessoa pode entrar de certa forma facilita trabalho que tenhamos juntos,ir a casa de banho pintar a cara entre si para algum teatro,ou gravações na casa de banho, ou para ir fazer as suas necessidades.",Não,,"Sinceramente, acho que igual á que vi na escola Superior, com a junção das cenas que já a na na casa de banho  feminina e masculina, para ser mais seguro deixar algum sistema de alarme. Não acho que seja necessário proibir alguem de entrar porque, pelo que vi os homens hetero cis nunca entravam naquela casa de banho se tivessem pessoas de vários géneros e orientações. Isso foi a minha experiência. Quando estava com meus amigos a maquilhar nos nessa casa de banho neutra, apenas um professor entrou para fazer suas necessidades, outro n quis, por não se sentia confortável ??? Enfim, de qualquer das formas manter alguma câmara a saída da casa de banho seria o ideal.",Acho que já está muito bom!
1235,2022/05/21 19:05:15,Outra,FCSH - UNL,Alune,22-23,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,No,"Really important, even more to non-binary people that mostly don’t feel comfortable using any of the binary restrooms, or even to people who are in the begging of their transition and find it difficult to transition immediately from one restroom to the other",4,2,SIM,5,,I find that as a non-binary person using a neutral restroom allows me not to feel uncomfortable as i do in mens bathrooms and to feel more liberated than i do in womens,Não,,Não,,"a restroom that people only use because they feel comfortable to, not because it’s the only option, mostly because it could become a really scary place if it turned into an accessible harassment place for anyone discriminating",
1236,2022/05/21 19:03:51,Outra,Iscte,Ex-alune,22-23,Homossexual,,Homem cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Não sei,,Extrema importância,1,5,SIM,5,,,Não,,Não,,,
1237,2022/05/21 19:02:19,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Outro,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não,,,5,2,SIM,5,,,Não,,Não,,,
1238,2022/05/21 18:55:54,Outra,Faculdade de Letras da Universidade do Porto,Alune,24-26,Homossexual,,Pessoa não-binária,,Não,5 - muito,2 - pouco,5 - muito,Não,,"Uma forma de diminuir a transfobia e discriminação sentida nas instituições. A casa de banho neutra é para todes, independentemente do género.",3 ,2,SIM,5,,,Não,,Sim,Sim,"Um espaço limpo e acessível para pessoas com mobilidade reduzida, com acesso tanto a sanitário como a urinol. Deverá ter separadores de forma a garantir a privacidade de quem a usa.",
1239,2022/05/21 18:50:21,Universidade de Coimbra,,Investigadore,24-26,Homossexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não sei,Não tenho conhecimento de haver alguma iniciativa nesse sentido,Para qualquer pessoa. Retirando as etiquetas leva a uma utilização menos stressante para pessoas que podem ser lidas exteriormente como não o seu género (e que podem ser discriminadas por isso) e para quem está fora do conceito binário de género.,5,1,SIM,5,,é uma casa de banho normal,Não tenho a certeza,,Não,,,
1240,2022/05/21 18:50:13,Outra,Escs,Alune,20-21,Homossexual,,Homem cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Não,,Uma casa de banho com cabines que tenham sanitas. Para pessoas que querem fazer xixi ou cocó.,nunca usei,5,NÃO,,4,,Não tenho a certeza,,Não,,,
1241,2022/05/21 18:50:03,Outra,Instituto Politécnico de Setúbal,Ex-alune,20-21,Assexual,aromantico e assexual,Homem trans,,Não,5 - muito,2 - pouco,5 - muito,Não sei,,"uma necessidade.

uma opção segura para qualquer pessoa, mas especialmente pessoas não cis.

é validação e respeito a pessoas que saem fora do gênero binário.",1,2,SIM,4,,"sendo a casa de banho neutra, não tenho de me preocupar sobre como as outras pessoas me vêem (e, consequentemente, se estou no espaço correto) porque é aberta a todes",Sim,"Só vi uma, está meio escondida e costuma ser frequentada por professores do gênero masculino pois está ao lado de uma das salas de professores.",Sim,Não,,
1242,2022/05/21 18:49:49,Outra,Universidade Lusófona Lisboa,Alune,20-21,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,5 - muito,Não sei,,inclusividade,5,nunca usei,NÃO,,5,,Não,,Não,,,
1243,2022/05/21 18:47:52,Outra,Universidade Lusófona,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,5 - muito,Não,,,5,2,NÃO,,5,,Não,,Não,,,
1244,2022/05/21 18:45:36,Universidade de Lisboa - Faculdade de Ciências,,Ex-alune,22-23,Homossexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,4 - suficiente ,Sim,,,5,2,NÃO,,5,,Não,,Sim,Não,,
1245,2022/05/21 18:42:06,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Alune,18-19,Assexual,queer,"Homem trans
Pessoa não-binária",,Sim,5 - muito,5 - muito,5 - muito,Não,,"really important because, as an AFAB (assigned female at birth) i don't really feel comfortable in female restroom because i do not identify as a woman at all, and i don't feel comfortable in the masculine restroom because of man having their genitals out in the middle of the restroom.

A gender neutral restroom would make me feel comfortable, safe and valid.",2,1,SIM,5,,,Sim,"there are 4 restrooms in my school, all of them are just regular individual restrooms with a full door and no gender.

People just use it like a home restroom.",Sim,Não,just a normal individual restroom with a full size door.,
1246,2022/05/21 18:41:54,Outra,ESTeSC,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não,,"Uma maior inclusividade para com pessoas trans, especialmente as não-binárias.",5,nunca usei,SIM,5,,,Não,,Não,,,
1247,2022/05/21 18:38:26,Outra,FCUP,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,4 - suficiente ,Não sei,,,5,nunca usei,NÃO,,1,,Não,,Não,,,
1248,2022/05/21 18:34:40,Outra,ISCTE IUL,Alune,18-19,Bissexual/Pansexual,,Homem trans,,Não,5 - muito,4 - suficiente ,5 - muito,Não,We tried to submit a petition last year but it didn't go anywhere,It's an important step in the inclusion of gender diverse folk as well as their safety,3 ,2,SIM,5,,,Não,,Não,,,
1249,2022/05/21 18:34:40,Universidade de Lisboa - Faculdade de Ciências,,Alune,24-26,Bissexual/Pansexual,,"Homem cisgénero
Não me identifico com estas opções",,,4 - suficiente ,3 - algum,4 - suficiente ,Sim,I'm not personally aware of any current initiative,"It's for everyone, it's a matter of being more inclusive while also providing protection for marginalized communities",nunca usei,4,SIM,3 ,,,Não tenho a certeza,,Não,,"One  that would be able to accomodate people comfortably regardless of their gender identity/expression, providing the required privacy while also having the appropriate hygienic apparell",It looks really good thus far. I can't personnally find ways to improve it
1250,2022/05/21 18:33:20,Outra,Universidade de Lisboa - Faculdade de Belas Artes,Ex-alune,20-21,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,2 - pouco,5 - muito,Não sei,"Não, mas sei que apenas uma das casas de banho é neutra","Um sinal de aceitação de diversidade e conforto e segurança para todes, principalmente pessoas trans.",4,3 ,SIM,5,,,Sim,"Uma no refeitório, com dois cubiculos. Funciona muito bem e as pessoas respeitam o espaço e umas as outras.",Não,,Apenas cubiculos.,
1251,2022/05/21 18:30:19,Outra,Escs,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,1 - nenhum,Não,,,5,2,SIM,2,,,Não,,Não,,,
1252,2022/05/21 18:18:13,Outra,faculdade de letras da universidade de Lisboa,Alune,18-19,Não me identifico com estas opções,,"Homem trans
Pessoa não-binária",,Não,5 - muito,3 - algum,5 - muito,Sim,There was an initiative in the start of the year where they even passed a questionnaire where people voted on whether they wanted gender neutral bathrooms and where they wanted it to be but it wasn't talked about anymore since then,,3 ,3 ,SIM,5,,,Não,,Sim,Não,,
1253,2022/05/21 18:13:15,Universidade de Coimbra,,Alune,20-21,Bissexual/Pansexual,,Homem cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Não sei,,Pessoas não- binárias se poderem sentir bem nesses espaços que muitas vezes não se sentem. Tbm pessoas trans que andam a mudar de género e não se sentem bem ainda na com que se indentificam.,3 ,3 ,NÃO,,4,,Não,,Sim,Não,,
1254,2022/05/21 18:11:32,Universidade de Coimbra,,Alune,18-19,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,5 - muito,Não,No,"it's necessary so that everyone feels safe going to the bathroom regardless of their gender or gender presentation. It helps trans, non-binary and gender nonconforming students not being verbally or physically harassed for ""not belonging"" in a gendered restroom",3 ,1,SIM,5,,"I've had bad experiences in gendered restrooms, to a point where I avoided them. In gender neutral restrooms I don't feel like people would find it weird for me to be there since they are for everyone",Não,,Sim,Não,Just a place where anyone can go,
